PHRASE,TOTAL,aljazeera,alternet,americanconservative,americanspectator,ap,atlantic,bbc,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,guardian,huffingtonpost,infowars,intercept,jacobinmag,motherjones,nationalreview,nbc,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,rt,slate,spectator,townhall,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
access,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,6517,1,1.0,0.0,,Neutral
access to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,3421,0,0.0,0.0,,Neutral
access to abortion,1204.0,17.0,16.0,1.0,4.0,5.0,5.0,3.0,26.0,27.0,68.0,91.0,61.0,23.0,2.0,73.0,32.0,5.0,1.0,8.0,20.0,43.0,59.0,12.0,7.0,13.0,8.0,27.0,46.0,63.0,62.0,16.0,26.0,4.0,14.0,30.0,10.0,2.0,7.0,3.0,1.0,5.0,42.0,22.0,66.0,119.0,8.0,46,1204,1,1.0,1.0,-310.0,Left
accommodation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,45,0,0.0,0.0,,Neutral
according to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,3089,0,0.0,0.0,,Neutral
according to the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,1113,0,0.0,0.0,,Neutral
accused,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,486,0,0.0,0.0,,Neutral
across the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,1611,0,0.0,0.0,,Neutral
activists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,1849,0,0.0,0.0,,Neutral
actress,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,200,0,0.0,0.0,,Neutral
actually,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,1399,0,0.0,0.0,,Neutral
added,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,1839,0,0.0,0.0,,Neutral
administration,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,2450,0,0.0,0.0,,Neutral
administrations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,685,0,0.0,0.0,,Neutral
admitting privileges,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,1415,1,1.0,0.0,,Neutral
adoption,345.0,2.0,1.0,1.0,6.0,0.0,15.0,0.0,3.0,4.0,1.0,16.0,0.0,0.0,1.0,25.0,7.0,12.0,1.0,1.0,15.0,17.0,23.0,9.0,4.0,0.0,1.0,4.0,63.0,8.0,12.0,4.0,10.0,0.0,13.0,2.0,11.0,0.0,2.0,4.0,0.0,1.0,15.0,3.0,6.0,22.0,0.0,36,345,1,1.0,1.0,41.0,Right
advocacy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,592,0,0.0,0.0,,Neutral
advocates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,2028,0,0.0,0.0,,Neutral
after a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,1034,0,0.0,0.0,,Neutral
against a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,231,0,0.0,0.0,,Neutral
against the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,1183,0,0.0,0.0,,Neutral
agenda,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,673,0,0.0,0.0,,Neutral
already,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,2544,0,0.0,0.0,,Neutral
amendment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,1399,0,0.0,0.0,,Neutral
amid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,388,0,0.0,0.0,,Neutral
an abortion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,7238,1,0.0,0.0,,Neutral
and I,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854,1059,0,0.0,0.0,,Neutral
and Justice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,130,0,0.0,0.0,,Neutral
and do,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,172,0,0.0,0.0,,Neutral
and do not,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,98,0,0.0,0.0,,Neutral
and free,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,134,0,0.0,0.0,,Neutral
and more,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,582,0,0.0,0.0,,Neutral
and the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,6330,0,0.0,0.0,,Neutral
anger,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,130,0,0.0,0.0,,Neutral
anti abortion,4067.0,53.0,54.0,4.0,0.0,37.0,49.0,17.0,38.0,188.0,208.0,201.0,117.0,29.0,33.0,55.0,111.0,43.0,6.0,17.0,24.0,105.0,356.0,47.0,12.0,64.0,33.0,148.0,87.0,244.0,172.0,64.0,171.0,7.0,19.0,164.0,37.0,11.0,107.0,5.0,0.0,27.0,239.0,143.0,487.0,29.0,3.0,2,4067,1,1.0,1.0,-1898.0,Left
anti abortion rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,211,1,0.0,0.0,,Neutral
anti choice,705.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,7.0,16.0,198.0,5.0,5.0,11.0,65.0,0.0,1.0,0.0,5.0,16.0,53.0,4.0,1.0,14.0,1.0,14.0,12.0,17.0,9.0,1.0,1.0,0.0,3.0,81.0,5.0,1.0,10.0,0.0,1.0,5.0,5.0,38.0,14.0,19.0,0.0,3,705,1,1.0,1.0,-413.0,Left
appeal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,628,0,0.0,0.0,,Neutral
appeals court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,560,1,1.0,0.0,,Neutral
are their,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,28,0,0.0,0.0,,Neutral
argued,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,1285,0,0.0,0.0,,Neutral
argued that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,712,0,0.0,0.0,,Neutral
argument,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,892,0,0.0,0.0,,Neutral
around,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,2086,0,0.0,0.0,,Neutral
article,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,902,0,0.0,0.0,,Neutral
article on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861,86,0,0.0,0.0,,Neutral
as a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,4687,0,0.0,0.0,,Neutral
asked,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,1948,0,0.0,0.0,,Neutral
assault,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,532,0,0.0,0.0,,Neutral
at the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,5261,0,0.0,0.0,,Neutral
audience,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,693,0,0.0,0.0,,Neutral
author,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,479,0,0.0,0.0,,Neutral
author of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,278,0,0.0,0.0,,Neutral
available,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,1508,0,0.0,0.0,,Neutral
away,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,1909,0,0.0,0.0,,Neutral
babies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,2383,1,0.0,0.0,,Neutral
baby,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,3155,1,0.0,0.0,,Neutral
back,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,2873,0,0.0,0.0,,Neutral
back in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822,219,0,0.0,0.0,,Neutral
ban,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,5508,1,0.0,0.0,,Neutral
ban on,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,1253,0,0.0,0.0,,Neutral
ban on abortion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,457,1,1.0,0.0,,Neutral
banned,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,654,1,0.0,0.0,,Neutral
bans,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,2595,1,0.0,0.0,,Neutral
based,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,1837,0,0.0,0.0,,Neutral
be a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,1578,0,0.0,0.0,,Neutral
be interested,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,36,0,0.0,0.0,,Neutral
become,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,1723,0,0.0,0.0,,Neutral
becoming,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,402,0,0.0,0.0,,Neutral
becoming a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,118,0,0.0,0.0,,Neutral
believe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,2258,0,0.0,0.0,,Neutral
best,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,1356,0,0.0,0.0,,Neutral
bill,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,8945,1,1.0,0.0,,Neutral
bills,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,2261,0,0.0,0.0,,Neutral
birth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,3749,1,0.0,0.0,,Neutral
birth control,1324.0,12.0,56.0,0.0,1.0,19.0,12.0,0.0,34.0,46.0,36.0,35.0,45.0,15.0,3.0,54.0,44.0,0.0,7.0,14.0,19.0,37.0,58.0,17.0,4.0,10.0,10.0,27.0,47.0,70.0,38.0,32.0,28.0,1.0,41.0,50.0,46.0,0.0,11.0,22.0,7.0,9.0,43.0,27.0,117.0,118.0,2.0,27,1324,1,1.0,1.0,-271.0,Left
bishops,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,214,0,0.0,0.0,,Neutral
black,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,1113,0,0.0,0.0,,Neutral
blocked,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,1275,0,0.0,0.0,,Neutral
bodies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,744,0,0.0,0.0,,Neutral
body,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,1063,0,0.0,0.0,,Neutral
born,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,1948,1,0.0,0.0,,Neutral
born alive,720.0,0.0,6.0,3.0,1.0,6.0,4.0,0.0,28.0,0.0,10.0,24.0,1.0,0.0,0.0,86.0,2.0,0.0,7.0,0.0,74.0,101.0,2.0,0.0,13.0,3.0,0.0,0.0,196.0,2.0,1.0,4.0,6.0,5.0,31.0,17.0,33.0,0.0,2.0,5.0,0.0,0.0,12.0,1.0,14.0,18.0,0.0,26,720,1,1.0,1.0,486.0,Right
breaking,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,294,0,0.0,0.0,,Neutral
burden,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,971,0,0.0,0.0,,Neutral
by The Daily,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,489,0,0.0,0.0,,Neutral
by the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,4490,0,0.0,0.0,,Neutral
called,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,3080,0,0.0,0.0,,Neutral
came,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,1334,0,0.0,0.0,,Neutral
campaign,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,2050,0,0.0,0.0,,Neutral
can provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,516,0,0.0,0.0,,Neutral
candidate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,955,0,0.0,0.0,,Neutral
candidates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,1234,0,0.0,0.0,,Neutral
cant,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,1497,0,0.0,0.0,,Neutral
care,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,9382,0,0.0,0.0,,Neutral
case,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,6118,0,0.0,0.0,,Neutral
cases,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,3774,0,0.0,0.0,,Neutral
cases of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818,936,0,0.0,0.0,,Neutral
cases of rape,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,639,1,0.0,0.0,,Neutral
cent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,59,0,0.0,0.0,,Neutral
challenge,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,1445,0,0.0,0.0,,Neutral
change,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,1574,0,0.0,0.0,,Neutral
charge,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,786,0,0.0,0.0,,Neutral
charge to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,479,0,0.0,0.0,,Neutral
child,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,3057,1,0.0,0.0,,Neutral
children,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,2796,0,0.0,0.0,,Neutral
choice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,4091,1,0.0,0.0,,Neutral
choose,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,1286,0,0.0,0.0,,Neutral
church,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,594,0,0.0,0.0,,Neutral
churches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,138,1,1.0,0.0,,Neutral
cities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,281,0,0.0,0.0,,Neutral
claim,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,929,0,0.0,0.0,,Neutral
claims,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,723,0,0.0,0.0,,Neutral
class,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,328,0,0.0,0.0,,Neutral
clinic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5397,1,1.0,0.0,,Neutral
clinic defense,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,26,0,0.0,0.0,,Neutral
clinics,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,5206,1,0.0,0.0,,Neutral
come,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,1870,0,0.0,0.0,,Neutral
comment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,868,0,0.0,0.0,,Neutral
comments,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,1046,0,0.0,0.0,,Neutral
communities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,482,0,0.0,0.0,,Neutral
companies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,327,0,0.0,0.0,,Neutral
company,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,296,0,0.0,0.0,,Neutral
congenital,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,40,0,0.0,0.0,,Neutral
conscience,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,452,0,0.0,0.0,,Neutral
conservative,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,3052,0,0.0,0.0,,Neutral
conservatives,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,1092,0,0.0,0.0,,Neutral
constitution,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,363,0,0.0,0.0,,Neutral
constitutional,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,1853,0,0.0,0.0,,Neutral
continued,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,768,0,0.0,0.0,,Neutral
contraception,1060.0,11.0,49.0,0.0,7.0,11.0,5.0,1.0,15.0,77.0,18.0,37.0,27.0,15.0,0.0,28.0,23.0,8.0,4.0,20.0,8.0,23.0,74.0,14.0,7.0,10.0,2.0,34.0,59.0,38.0,60.0,14.0,25.0,1.0,18.0,56.0,16.0,1.0,24.0,1.0,6.0,9.0,28.0,7.0,102.0,66.0,1.0,22,1060,1,1.0,1.0,-368.0,Left
contraceptive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,333,1,0.0,0.0,,Neutral
contributed to this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,217,0,0.0,0.0,,Neutral
control,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,2511,0,0.0,0.0,,Neutral
controversial,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,539,1,1.0,0.0,,Neutral
conversations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,216,0,0.0,0.0,,Neutral
coronavirus crisis and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,81,0,0.0,0.0,,Neutral
could,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,6904,0,0.0,0.0,,Neutral
counter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,224,0,0.0,0.0,,Neutral
countries,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,781,0,0.0,0.0,,Neutral
country,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,3694,0,0.0,0.0,,Neutral
course,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,956,0,0.0,0.0,,Neutral
court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,7804,0,0.0,0.0,,Neutral
court ruling,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,141,1,1.0,0.0,,Neutral
