PHRASE,TOTAL,aljazeera,alternet,americanconservative,americanthinker,ap,atlantic,bbc,breitbart,buzzfeed,canary,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,guardian,huffingtonpost,independent,infowars,intercept,mintpress,motherjones,nationalreview,nbc,npr,nypost,nytimes,opednews,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
the US,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,743,0,0.0,0.0,,Neutral
the Uighurs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,133,0,0.0,0.0,,Neutral
the United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,3139,0,0.0,0.0,,Neutral
the West,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,950,0,0.0,0.0,,Neutral
the annual,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,116,0,0.0,0.0,,Neutral
the attack,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,801,0,0.0,0.0,,Neutral
the ban,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,276,0,0.0,0.0,,Neutral
the bill,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,172,0,0.0,0.0,,Neutral
the bottom,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776,61,0,0.0,0.0,,Neutral
the bottom of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,38,0,0.0,0.0,,Neutral
the caliphate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,209,1,1.0,0.0,,Neutral
the cartoons,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,26,0,0.0,0.0,,Neutral
the center,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,247,0,0.0,0.0,,Neutral
the center of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,140,0,0.0,0.0,,Neutral
the city,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,652,0,0.0,0.0,,Neutral
the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,643,0,0.0,0.0,,Neutral
the coronavirus crisis,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,30,0,0.0,0.0,,Neutral
the country,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,2061,0,0.0,0.0,,Neutral
the countrys,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,954,0,0.0,0.0,,Neutral
the devil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,51,0,0.0,0.0,,Neutral
the dome,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,22,0,0.0,0.0,,Neutral
the far right,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,272,0,0.0,0.0,,Neutral
the fast,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,95,0,0.0,0.0,,Neutral
the first,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,1759,0,0.0,0.0,,Neutral
the first day,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,124,0,0.0,0.0,,Neutral
the first prayers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,19,0,0.0,0.0,,Neutral
the full,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,113,0,0.0,0.0,,Neutral
the government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,1371,0,0.0,0.0,,Neutral
the group,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,721,0,0.0,0.0,,Neutral
the hajj,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,281,0,0.0,0.0,,Neutral
the headlines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,34,0,0.0,0.0,,Neutral
the holy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,499,0,0.0,0.0,,Neutral
the holy month,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,213,0,0.0,0.0,,Neutral
the kingdom,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,217,0,0.0,0.0,,Neutral
the law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,559,0,0.0,0.0,,Neutral
the media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,369,0,0.0,0.0,,Neutral
the ministry,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,39,0,0.0,0.0,,Neutral
the month,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,166,0,0.0,0.0,,Neutral
the mosque,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,1316,1,0.0,0.0,,Neutral
the new,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,610,0,0.0,0.0,,Neutral
the new coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,28,0,0.0,0.0,,Neutral
the niqab,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,88,0,0.0,0.0,,Neutral
the pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,245,0,0.0,0.0,,Neutral
the party,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,367,0,0.0,0.0,,Neutral
the pilgrimage,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,150,1,1.0,0.0,,Neutral
the platform,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,63,0,0.0,0.0,,Neutral
the police,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,540,0,0.0,0.0,,Neutral
the policy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,75,0,0.0,0.0,,Neutral
the region,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774,679,0,0.0,0.0,,Neutral
the same,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,1631,0,0.0,0.0,,Neutral
the show,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,129,0,0.0,0.0,,Neutral
the site,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,401,0,0.0,0.0,,Neutral
the spread of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,353,0,0.0,0.0,,Neutral
the state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,805,0,0.0,0.0,,Neutral
the symbolic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,42,0,0.0,0.0,,Neutral
the violence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,318,0,0.0,0.0,,Neutral
the virus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,434,0,0.0,0.0,,Neutral
the world,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,2186,0,0.0,0.0,,Neutral
the worlds,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,526,0,0.0,0.0,,Neutral
there is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,1076,0,0.0,0.0,,Neutral
they are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,1463,0,0.0,0.0,,Neutral
things,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,874,0,0.0,0.0,,Neutral
think,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,1901,0,0.0,0.0,,Neutral
this image,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,146,0,0.0,0.0,,Neutral
this is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,851,0,0.0,0.0,,Neutral
this story,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,203,0,0.0,0.0,,Neutral
this year,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,713,0,0.0,0.0,,Neutral
though,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,921,0,0.0,0.0,,Neutral
threats,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,581,0,0.0,0.0,,Neutral
three,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,1933,0,0.0,0.0,,Neutral
ties,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,421,0,0.0,0.0,,Neutral
time,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,3647,0,0.0,0.0,,Neutral
to Islam,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,623,0,0.0,0.0,,Neutral
to New Zealand,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,221,0,0.0,0.0,,Neutral
to a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,2451,0,0.0,0.0,,Neutral
to any,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,203,0,0.0,0.0,,Neutral
to be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,4996,0,0.0,0.0,,Neutral
to contain,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,84,0,0.0,0.0,,Neutral
to curb,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,78,0,0.0,0.0,,Neutral
to do,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,1106,0,0.0,0.0,,Neutral
to pray,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,348,0,0.0,0.0,,Neutral
to pray and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,41,0,0.0,0.0,,Neutral
to remove,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,211,0,0.0,0.0,,Neutral
to restore,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,62,0,0.0,0.0,,Neutral
to the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,9802,0,0.0,0.0,,Neutral
to your,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,109,0,0.0,0.0,,Neutral
to your inbox,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,40,0,0.0,0.0,,Neutral
today,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,999,0,0.0,0.0,,Neutral
towards,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,555,0,0.0,0.0,,Neutral
town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,588,0,0.0,0.0,,Neutral
transcripts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,52,0,0.0,0.0,,Neutral
travel,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,731,0,0.0,0.0,,Neutral
travel ban,262.0,8.0,0.0,0.0,6.0,10.0,6.0,0.0,2.0,3.0,0.0,2.0,14.0,2.0,11.0,1.0,9.0,18.0,2.0,0.0,0.0,16.0,26.0,8.0,0.0,3.0,1.0,2.0,8.0,4.0,6.0,5.0,3.0,2.0,0.0,11.0,3.0,1.0,0.0,0.0,8.0,0.0,2.0,25.0,0.0,3.0,31.0,0.0,28,262,1,1.0,1.0,-69.0,Left
tweet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,427,0,0.0,0.0,,Neutral
two,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,3655,0,0.0,0.0,,Neutral
undercover,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,76,0,0.0,0.0,,Neutral
unlike,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,241,0,0.0,0.0,,Neutral
unlike any,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,127,0,0.0,0.0,,Neutral
up as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,54,0,0.0,0.0,,Neutral
urged,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,350,0,0.0,0.0,,Neutral
urged people to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,30,0,0.0,0.0,,Neutral
use,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,1118,0,0.0,0.0,,Neutral
use and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,55,0,0.0,0.0,,Neutral
values,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,676,0,0.0,0.0,,Neutral
video,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,1163,0,0.0,0.0,,Neutral
videos,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,407,0,0.0,0.0,,Neutral
view,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,569,0,0.0,0.0,,Neutral
views,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,778,0,0.0,0.0,,Neutral
village,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,295,0,0.0,0.0,,Neutral
violence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2871,1,1.0,0.0,,Neutral
violence and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,321,0,0.0,0.0,,Neutral
violent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,1021,0,0.0,0.0,,Neutral
virtual,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,122,0,0.0,0.0,,Neutral
voice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,350,0,0.0,0.0,,Neutral
want,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,1806,0,0.0,0.0,,Neutral
want to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,1216,0,0.0,0.0,,Neutral
wanted,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,685,0,0.0,0.0,,Neutral
war,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1891,1,1.0,0.0,,Neutral
way,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,2351,0,0.0,0.0,,Neutral
we have,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,718,0,0.0,0.0,,Neutral
wear,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,632,0,0.0,0.0,,Neutral
wearing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,843,0,0.0,0.0,,Neutral
week,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,1459,0,0.0,0.0,,Neutral
weeks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,717,0,0.0,0.0,,Neutral
well,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,2117,0,0.0,0.0,,Neutral
were killed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,420,0,0.0,0.0,,Neutral
white,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,1814,0,0.0,0.0,,Neutral
white supremacist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,296,1,1.0,0.0,,Neutral
will be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,1531,0,0.0,0.0,,Neutral
with a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,1715,0,0.0,0.0,,Neutral
with the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,3920,0,0.0,0.0,,Neutral
without,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,1251,0,0.0,0.0,,Neutral
woman,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,1253,0,0.0,0.0,,Neutral
women,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,4007,0,0.0,0.0,,Neutral
work,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,1447,0,0.0,0.0,,Neutral
worker,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946,110,0,0.0,0.0,,Neutral
working,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,726,0,0.0,0.0,,Neutral
world,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,3760,0,0.0,0.0,,Neutral
worship,952.0,84.0,7.0,12.0,2.0,3.0,9.0,9.0,88.0,5.0,4.0,9.0,45.0,8.0,52.0,14.0,20.0,4.0,28.0,40.0,2.0,32.0,87.0,9.0,7.0,4.0,5.0,5.0,1.0,26.0,29.0,40.0,17.0,14.0,1.0,29.0,24.0,3.0,11.0,11.0,4.0,20.0,7.0,24.0,5.0,20.0,67.0,3.0,35,952,1,1.0,1.0,-69.0,Left
worship at,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,38,0,0.0,0.0,,Neutral
worshippers,647.0,138.0,2.0,3.0,0.0,27.0,2.0,4.0,44.0,5.0,9.0,4.0,12.0,3.0,7.0,3.0,0.0,3.0,70.0,27.0,2.0,27.0,77.0,7.0,4.0,9.0,0.0,4.0,3.0,1.0,29.0,30.0,11.0,0.0,2.0,17.0,19.0,1.0,7.0,14.0,4.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,29,647,1,1.0,1.0,-10.0,Left
would be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,1353,0,0.0,0.0,,Neutral
year,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,4489,0,0.0,0.0,,Neutral
years,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,4037,0,0.0,0.0,,Neutral
you dont,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,123,0,0.0,0.0,,Neutral
you dont want,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,15,0,0.0,0.0,,Neutral
you know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,328,0,0.0,0.0,,Neutral
young,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,1221,0,0.0,0.0,,Neutral
your inbox,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,123,0,0.0,0.0,,Neutral
