PHRASE,TOTAL,aljazeera,alternet,ap,atlantic,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,guardian,huffingtonpost,intercept,motherjones,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,usatoday,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
and environmental,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,63,0,0.0,0.0,,Neutral
and environmental groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,10,0,0.0,0.0,,Neutral
and stories,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,74,0,0.0,0.0,,Neutral
and that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,274,0,0.0,0.0,,Neutral
and the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,1890,0,0.0,0.0,,Neutral
and the United,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,39,0,0.0,0.0,,Neutral
and thus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,12,0,0.0,0.0,,Neutral
any Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,9,0,0.0,0.0,,Neutral
approved,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,76,0,0.0,0.0,,Neutral
approved the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,21,0,0.0,0.0,,Neutral
archaeologists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,67,0,0.0,0.0,,Neutral
are happening,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,20,0,0.0,0.0,,Neutral
are starting to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,10,0,0.0,0.0,,Neutral
area,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,517,0,0.0,0.0,,Neutral
arent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,123,0,0.0,0.0,,Neutral
argued,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,150,0,0.0,0.0,,Neutral
argued that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,76,0,0.0,0.0,,Neutral
argued that Congress,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,7,0,0.0,0.0,,Neutral
arguing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,60,0,0.0,0.0,,Neutral
arguing that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,42,0,0.0,0.0,,Neutral
around,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,569,0,0.0,0.0,,Neutral
around the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,203,0,0.0,0.0,,Neutral
around the country,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,33,0,0.0,0.0,,Neutral
arrested,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,54,0,0.0,0.0,,Neutral
arrival,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,51,0,0.0,0.0,,Neutral
as American Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,20,0,0.0,0.0,,Neutral
as Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,20,0,0.0,0.0,,Neutral
as Native,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,64,0,0.0,0.0,,Neutral
as Native American,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,42,0,0.0,0.0,,Neutral
as a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,943,0,0.0,0.0,,Neutral
as the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,656,0,0.0,0.0,,Neutral
aside,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,70,0,0.0,0.0,,Neutral
asks,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,29,0,0.0,0.0,,Neutral
at the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,1210,0,0.0,0.0,,Neutral
athletic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,21,0,0.0,0.0,,Neutral
audience,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,39,0,0.0,0.0,,Neutral
available,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,115,0,0.0,0.0,,Neutral
back,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,735,0,0.0,0.0,,Neutral
ballot,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,87,0,0.0,0.0,,Neutral
ballots,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,72,0,0.0,0.0,,Neutral
be part of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,14,0,0.0,0.0,,Neutral
be tried in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,8,0,0.0,0.0,,Neutral
because the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,128,0,0.0,0.0,,Neutral
beliefs,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,30,0,0.0,0.0,,Neutral
beyond,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,120,0,0.0,0.0,,Neutral
beyond the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,42,0,0.0,0.0,,Neutral
bill,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,268,1,1.0,0.0,,Neutral
billion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,214,0,0.0,0.0,,Neutral
bison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,63,0,0.0,0.0,,Neutral
black,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,149,0,0.0,0.0,,Neutral
bodies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,65,0,0.0,0.0,,Neutral
body,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,191,0,0.0,0.0,,Neutral
book,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,228,0,0.0,0.0,,Neutral
border,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,338,1,1.0,0.0,,Neutral
border wall,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,61,0,0.0,0.0,,Neutral
born,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,125,0,0.0,0.0,,Neutral
business,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,174,0,0.0,0.0,,Neutral
by Justice Neil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,7,0,0.0,0.0,,Neutral
by The,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,50,0,0.0,0.0,,Neutral
by a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,242,0,0.0,0.0,,Neutral
by creating,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,6,0,0.0,0.0,,Neutral
by mail,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,61,0,0.0,0.0,,Neutral
by outsiders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,5,0,0.0,0.0,,Neutral
by the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,1116,0,0.0,0.0,,Neutral
call,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,225,0,0.0,0.0,,Neutral
call themselves,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,14,0,0.0,0.0,,Neutral
called,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,547,0,0.0,0.0,,Neutral
campaign,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,246,0,0.0,0.0,,Neutral
camps,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,52,0,0.0,0.0,,Neutral
can provide,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,24,0,0.0,0.0,,Neutral
candidates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,104,0,0.0,0.0,,Neutral
care,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,524,0,0.0,0.0,,Neutral
case,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,577,0,0.0,0.0,,Neutral
cases,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,516,1,1.0,0.0,,Neutral
casino,321.0,2.0,0.0,3.0,0.0,18.0,0.0,0.0,1.0,8.0,0.0,0.0,6.0,4.0,18.0,11.0,0.0,14.0,18.0,1.0,11.0,0.0,6.0,7.0,1.0,11.0,0.0,9.0,64.0,17.0,2.0,89.0,0.0,0,321,1,1.0,1.0,-47.0,Left
cautiously,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,7,0,0.0,0.0,,Neutral
census,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,111,0,0.0,0.0,,Neutral
century,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,333,0,0.0,0.0,,Neutral
certain,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,109,0,0.0,0.0,,Neutral
change,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,506,0,0.0,0.0,,Neutral
charge,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,65,0,0.0,0.0,,Neutral
charge to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,19,0,0.0,0.0,,Neutral
checkpoints,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,179,0,0.0,0.0,,Neutral
child,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,202,0,0.0,0.0,,Neutral
children,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,585,0,0.0,0.0,,Neutral
choosing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,13,0,0.0,0.0,,Neutral
citizenship,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,151,1,1.0,0.0,,Neutral
city,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,192,0,0.0,0.0,,Neutral
claim,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,223,0,0.0,0.0,,Neutral
claimed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,117,0,0.0,0.0,,Neutral
claims,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,232,0,0.0,0.0,,Neutral
classified,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,8,0,0.0,0.0,,Neutral
classified as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,5,0,0.0,0.0,,Neutral
climate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,189,1,1.0,0.0,,Neutral
colonial,130.0,10.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0,4.0,16.0,11.0,0.0,9.0,0.0,1.0,7.0,3.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,16.0,0.0,3.0,1.0,5.0,3.0,8.0,0.0,34,130,1,1.0,1.0,-47.0,Left
colony,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,29,33,1,1.0,1.0,-13.0,Left
communities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,909,1,0.0,0.0,,Neutral
community,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,719,1,1.0,0.0,,Neutral
company,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,210,0,0.0,0.0,,Neutral
complete,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,77,0,0.0,0.0,,Neutral
concert,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,7,0,0.0,0.0,,Neutral
construction,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,226,0,0.0,0.0,,Neutral
contributed to this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976,23,0,0.0,0.0,,Neutral
convictions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,38,0,0.0,0.0,,Neutral
coronavirus has,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,19,0,0.0,0.0,,Neutral
corporations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,146,1,1.0,0.0,,Neutral
could,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1089,0,0.0,0.0,,Neutral
could lead to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,15,0,0.0,0.0,,Neutral
could potentially,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,11,0,0.0,0.0,,Neutral
country,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,751,0,0.0,0.0,,Neutral
court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,526,1,1.0,0.0,,Neutral
court decision,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,12,0,0.0,0.0,,Neutral
courts,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,200,0,0.0,0.0,,Neutral
created,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,224,0,0.0,0.0,,Neutral
created by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,47,0,0.0,0.0,,Neutral
creating,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,87,0,0.0,0.0,,Neutral
creating the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,14,0,0.0,0.0,,Neutral
crimes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,130,0,0.0,0.0,,Neutral
criminal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,132,0,0.0,0.0,,Neutral
criminal cases,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,8,0,0.0,0.0,,Neutral
crisis,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,231,0,0.0,0.0,,Neutral
crosses,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,15,0,0.0,0.0,,Neutral
cultural,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,475,1,1.0,0.0,,Neutral
culture,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,527,1,1.0,0.0,,Neutral
day,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,601,0,0.0,0.0,,Neutral
deaths,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,138,1,1.0,0.0,,Neutral
decision,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,496,0,0.0,0.0,,Neutral
decision by,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,13,0,0.0,0.0,,Neutral
declared,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,79,0,0.0,0.0,,Neutral
declared a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,18,0,0.0,0.0,,Neutral
defendants,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,19,0,0.0,0.0,,Neutral
definition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,55,0,0.0,0.0,,Neutral
describe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,46,0,0.0,0.0,,Neutral
desert,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,60,0,0.0,0.0,,Neutral
did not,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,390,0,0.0,0.0,,Neutral
didnt,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,388,0,0.0,0.0,,Neutral
dissolved,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,12,0,0.0,0.0,,Neutral
document,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,63,0,0.0,0.0,,Neutral
does a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,6,0,0.0,0.0,,Neutral
dont,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,724,0,0.0,0.0,,Neutral
draw,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,44,0,0.0,0.0,,Neutral
drive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,85,1,1.0,0.0,,Neutral
drive to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,13,0,0.0,0.0,,Neutral
drug,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,66,0,0.0,0.0,,Neutral
early,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,314,0,0.0,0.0,,Neutral
eastern,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,115,0,0.0,0.0,,Neutral
economic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,248,0,0.0,0.0,,Neutral
effort,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,177,0,0.0,0.0,,Neutral
effort to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,97,0,0.0,0.0,,Neutral
eighth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,14,0,0.0,0.0,,Neutral
election,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,223,1,1.0,0.0,,Neutral
eligible,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,83,0,0.0,0.0,,Neutral
elk,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,42,0,0.0,0.0,,Neutral
employees,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,78,0,0.0,0.0,,Neutral
end,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,313,0,0.0,0.0,,Neutral
energy,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,174,1,1.0,0.0,,Neutral
enforced,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,12,0,0.0,0.0,,Neutral
environmental,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,378,1,1.0,0.0,,Neutral
environmental groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,24,0,0.0,0.0,,Neutral
even,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,769,0,0.0,0.0,,Neutral
evidence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,165,0,0.0,0.0,,Neutral
executive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,198,0,0.0,0.0,,Neutral
executive order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,46,0,0.0,0.0,,Neutral
exist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,84,0,0.0,0.0,,Neutral
exist in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,15,0,0.0,0.0,,Neutral
expansion,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,67,0,0.0,0.0,,Neutral
expected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,89,0,0.0,0.0,,Neutral
face,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,276,0,0.0,0.0,,Neutral
facing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,87,0,0.0,0.0,,Neutral
fact,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,238,0,0.0,0.0,,Neutral
failed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,110,0,0.0,0.0,,Neutral
families,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,335,0,0.0,0.0,,Neutral
family,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,636,1,1.0,0.0,,Neutral
far,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,417,0,0.0,0.0,,Neutral
federal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,1560,1,0.0,0.0,,Neutral
federal Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,36,0,0.0,0.0,,Neutral
federal Indian Health,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,10,0,0.0,0.0,,Neutral
federal agencies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,33,1,1.0,0.0,,Neutral
federal court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,78,0,0.0,0.0,,Neutral
fellow,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,68,0,0.0,0.0,,Neutral
financial,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,99,0,0.0,0.0,,Neutral
finds,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,24,0,0.0,0.0,,Neutral
fire,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,213,0,0.0,0.0,,Neutral
first,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,994,0,0.0,0.0,,Neutral
flag,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,45,0,0.0,0.0,,Neutral
for Disease Control,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,23,0,0.0,0.0,,Neutral
for Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,68,0,0.0,0.0,,Neutral
for Oklahoma,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,7,0,0.0,0.0,,Neutral
for a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,503,0,0.0,0.0,,Neutral
for all,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,116,0,0.0,0.0,,Neutral
for all Native,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,6,0,0.0,0.0,,Neutral
for self,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,9,0,0.0,0.0,,Neutral
for the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,1763,0,0.0,0.0,,Neutral
for their,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,167,0,0.0,0.0,,Neutral
forcibly,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,35,0,0.0,0.0,,Neutral
foreigners,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,14,0,0.0,0.0,,Neutral
forest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,231,1,1.0,0.0,,Neutral
fossil,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,97,1,1.0,0.0,,Neutral
fossil fuel,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,63,0,0.0,0.0,,Neutral
found,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,470,0,0.0,0.0,,Neutral
from Oklahoma,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,11,0,0.0,0.0,,Neutral
from an,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,36,0,0.0,0.0,,Neutral
from the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,1264,0,0.0,0.0,,Neutral
funding,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,327,0,0.0,0.0,,Neutral
gain,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,38,0,0.0,0.0,,Neutral
game,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,95,0,0.0,0.0,,Neutral
gave,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,155,0,0.0,0.0,,Neutral
gear,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,19,0,0.0,0.0,,Neutral
get,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,779,0,0.0,0.0,,Neutral
